file,label,eta_min,eta_max,pt_min,pt_max,nvtx_center,n_events,mean_offset_GeV,mean_offset_error_GeV
/eos/user/t/tchatzis/reco2pico/CMSSW_15_0_4/src/Reco2Pico/PicoProducer/python/workflows/test_pico_pfoffset.root,ChargedHadrons,-1.5,0.0,2.0,3.0,72.5,22.0,-0.2087820574260232,0.0384504934394231
/eos/user/t/tchatzis/reco2pico/CMSSW_15_0_4/src/Reco2Pico/PicoProducer/python/workflows/test_pico_pfoffset.root,ChargedHadrons,-1.5,0.0,2.0,3.0,77.5,28.0,-0.08816716504848696,0.04923987767359601
/eos/user/t/tchatzis/reco2pico/CMSSW_15_0_4/src/Reco2Pico/PicoProducer/python/workflows/test_pico_pfoffset.root,ChargedHadrons,-1.5,0.0,3.0,5.0,47.5,1.0,-0.35749709606170654,0.0
/eos/user/t/tchatzis/reco2pico/CMSSW_15_0_4/src/Reco2Pico/PicoProducer/python/workflows/test_pico_pfoffset.root,ChargedHadrons,-1.5,0.0,3.0,5.0,62.5,2.0,0.05190928839147091,0.07505532514788772
/eos/user/t/tchatzis/reco2pico/CMSSW_15_0_4/src/Reco2Pico/PicoProducer/python/workflows/test_pico_pfoffset.root,ChargedHadrons,-1.5,0.0,3.0,5.0,67.5,2.0,-0.1864592581987381,0.04076464261397926
/eos/user/t/tchatzis/reco2pico/CMSSW_15_0_4/src/Reco2Pico/PicoProducer/python/workflows/test_pico_pfoffset.root,ChargedHadrons,-1.5,0.0,3.0,5.0,72.5,3.0,-0.010279888908068338,0.2072974526149437
/eos/user/t/tchatzis/reco2pico/CMSSW_15_0_4/src/Reco2Pico/PicoProducer/python/workflows/test_pico_pfoffset.root,ChargedHadrons,-1.5,0.0,3.0,5.0,77.5,2.0,-0.08102206978946924,0.036099565344445805
/eos/user/t/tchatzis/reco2pico/CMSSW_15_0_4/src/Reco2Pico/PicoProducer/python/workflows/test_pico_pfoffset.root,ChargedHadrons,0.0,1.5,0.5,0.75,42.5,45.0,-0.01881470907893446,0.005644189431016939
/eos/user/t/tchatzis/reco2pico/CMSSW_15_0_4/src/Reco2Pico/PicoProducer/python/workflows/test_pico_pfoffset.root,ChargedHadrons,0.0,1.5,0.5,0.75,47.5,58.0,-0.014708953394551043,0.0036479851533311423
/eos/user/t/tchatzis/reco2pico/CMSSW_15_0_4/src/Reco2Pico/PicoProducer/python/workflows/test_pico_pfoffset.root,ChargedHadrons,0.0,1.5,0.5,0.75,52.5,47.0,-0.0061165062299473804,0.0020550728266495654
/eos/user/t/tchatzis/reco2pico/CMSSW_15_0_4/src/Reco2Pico/PicoProducer/python/workflows/test_pico_pfoffset.root,ChargedHadrons,0.0,1.5,0.5,0.75,57.5,60.0,-0.0008513283443486822,0.0013298849771093942
/eos/user/t/tchatzis/reco2pico/CMSSW_15_0_4/src/Reco2Pico/PicoProducer/python/workflows/test_pico_pfoffset.root,ChargedHadrons,0.0,1.5,0.5,0.75,62.5,77.0,-0.005337162350923637,0.0016650744445114063
/eos/user/t/tchatzis/reco2pico/CMSSW_15_0_4/src/Reco2Pico/PicoProducer/python/workflows/test_pico_pfoffset.root,ChargedHadrons,0.0,1.5,0.5,0.75,67.5,67.0,-0.0030275395438909085,0.0017627562349819559
/eos/user/t/tchatzis/reco2pico/CMSSW_15_0_4/src/Reco2Pico/PicoProducer/python/workflows/test_pico_pfoffset.root,ChargedHadrons,0.0,1.5,0.5,0.75,72.5,31.0,-0.005875290606655331,0.002410874752285798
/eos/user/t/tchatzis/reco2pico/CMSSW_15_0_4/src/Reco2Pico/PicoProducer/python/workflows/test_pico_pfoffset.root,ChargedHadrons,0.0,1.5,0.5,0.75,77.5,35.0,-0.0026493321468089043,0.0014329477711383521
/eos/user/t/tchatzis/reco2pico/CMSSW_15_0_4/src/Reco2Pico/PicoProducer/python/workflows/test_pico_pfoffset.root,ChargedHadrons,0.0,1.5,0.75,1.0,42.5,45.0,-0.0946702764964559,0.012037419714086997
/eos/user/t/tchatzis/reco2pico/CMSSW_15_0_4/src/Reco2Pico/PicoProducer/python/workflows/test_pico_pfoffset.root,ChargedHadrons,0.0,1.5,0.75,1.0,47.5,58.0,-0.08169372473714938,0.00963976176571179
/eos/user/t/tchatzis/reco2pico/CMSSW_15_0_4/src/Reco2Pico/PicoProducer/python/workflows/test_pico_pfoffset.root,ChargedHadrons,0.0,1.5,0.75,1.0,52.5,47.0,-0.05546538773527805,0.007558568853505347
/eos/user/t/tchatzis/reco2pico/CMSSW_15_0_4/src/Reco2Pico/PicoProducer/python/workflows/test_pico_pfoffset.root,ChargedHadrons,0.0,1.5,0.75,1.0,57.5,60.0,-0.04213219407829456,0.006993026709452429
/eos/user/t/tchatzis/reco2pico/CMSSW_15_0_4/src/Reco2Pico/PicoProducer/python/workflows/test_pico_pfoffset.root,ChargedHadrons,0.0,1.5,0.75,1.0,62.5,77.0,-0.05035602134446819,0.006482647183796119
/eos/user/t/tchatzis/reco2pico/CMSSW_15_0_4/src/Reco2Pico/PicoProducer/python/workflows/test_pico_pfoffset.root,ChargedHadrons,0.0,1.5,0.75,1.0,67.5,67.0,-0.041341744750128265,0.006357087519658596
/eos/user/t/tchatzis/reco2pico/CMSSW_15_0_4/src/Reco2Pico/PicoProducer/python/workflows/test_pico_pfoffset.root,ChargedHadrons,0.0,1.5,0.75,1.0,72.5,31.0,-0.04873198999332324,0.008352770636277197
/eos/user/t/tchatzis/reco2pico/CMSSW_15_0_4/src/Reco2Pico/PicoProducer/python/workflows/test_pico_pfoffset.root,ChargedHadrons,0.0,1.5,0.75,1.0,77.5,35.0,-0.04873621821669596,0.009120691774867077
/eos/user/t/tchatzis/reco2pico/CMSSW_15_0_4/src/Reco2Pico/PicoProducer/python/workflows/test_pico_pfoffset.root,ChargedHadrons,0.0,1.5,1.0,1.5,42.5,45.0,-0.056804768601432444,0.010575428856168164
/eos/user/t/tchatzis/reco2pico/CMSSW_15_0_4/src/Reco2Pico/PicoProducer/python/workflows/test_pico_pfoffset.root,ChargedHadrons,0.0,1.5,1.0,1.5,47.5,58.0,-0.055799078372917296,0.010456023951099652
/eos/user/t/tchatzis/reco2pico/CMSSW_15_0_4/src/Reco2Pico/PicoProducer/python/workflows/test_pico_pfoffset.root,ChargedHadrons,0.0,1.5,1.0,1.5,52.5,47.0,-0.03268181477138336,0.010543829477241102
/eos/user/t/tchatzis/reco2pico/CMSSW_15_0_4/src/Reco2Pico/PicoProducer/python/workflows/test_pico_pfoffset.root,ChargedHadrons,0.0,1.5,1.0,1.5,57.5,60.0,-0.03815872948228692,0.008477532502908072
/eos/user/t/tchatzis/reco2pico/CMSSW_15_0_4/src/Reco2Pico/PicoProducer/python/workflows/test_pico_pfoffset.root,ChargedHadrons,0.0,1.5,1.0,1.5,62.5,77.0,-0.03549521696540624,0.005750444899406856
/eos/user/t/tchatzis/reco2pico/CMSSW_15_0_4/src/Reco2Pico/PicoProducer/python/workflows/test_pico_pfoffset.root,ChargedHadrons,0.0,1.5,1.0,1.5,67.5,67.0,-0.03754860295027098,0.009975795599558853
/eos/user/t/tchatzis/reco2pico/CMSSW_15_0_4/src/Reco2Pico/PicoProducer/python/workflows/test_pico_pfoffset.root,ChargedHadrons,0.0,1.5,1.0,1.5,72.5,31.0,-0.04976902938177509,0.014710701240066073
/eos/user/t/tchatzis/reco2pico/CMSSW_15_0_4/src/Reco2Pico/PicoProducer/python/workflows/test_pico_pfoffset.root,ChargedHadrons,0.0,1.5,1.0,1.5,77.5,35.0,-0.021007391910201737,0.010908783166979207
/eos/user/t/tchatzis/reco2pico/CMSSW_15_0_4/src/Reco2Pico/PicoProducer/python/workflows/test_pico_pfoffset.root,ChargedHadrons,0.0,1.5,1.5,2.0,42.5,17.0,-0.16442125958993153,0.04405317010927729
/eos/user/t/tchatzis/reco2pico/CMSSW_15_0_4/src/Reco2Pico/PicoProducer/python/workflows/test_pico_pfoffset.root,ChargedHadrons,0.0,1.5,1.5,2.0,47.5,32.0,-0.1318648784981633,0.031543045576220716
/eos/user/t/tchatzis/reco2pico/CMSSW_15_0_4/src/Reco2Pico/PicoProducer/python/workflows/test_pico_pfoffset.root,ChargedHadrons,0.0,1.5,1.5,2.0,52.5,38.0,-0.03388737990079742,0.02492419085618984
/eos/user/t/tchatzis/reco2pico/CMSSW_15_0_4/src/Reco2Pico/PicoProducer/python/workflows/test_pico_pfoffset.root,ChargedHadrons,0.0,1.5,1.5,2.0,57.5,45.0,-0.0699781025449435,0.038797338840133706
/eos/user/t/tchatzis/reco2pico/CMSSW_15_0_4/src/Reco2Pico/PicoProducer/python/workflows/test_pico_pfoffset.root,ChargedHadrons,0.0,1.5,1.5,2.0,62.5,69.0,-0.07723316330246735,0.019851464041782705
/eos/user/t/tchatzis/reco2pico/CMSSW_15_0_4/src/Reco2Pico/PicoProducer/python/workflows/test_pico_pfoffset.root,ChargedHadrons,0.0,1.5,1.5,2.0,67.5,57.0,-0.051837401325700055,0.01783560492638882
/eos/user/t/tchatzis/reco2pico/CMSSW_15_0_4/src/Reco2Pico/PicoProducer/python/workflows/test_pico_pfoffset.root,ChargedHadrons,0.0,1.5,1.5,2.0,72.5,29.0,-0.07195263791122827,0.022579878017582128
/eos/user/t/tchatzis/reco2pico/CMSSW_15_0_4/src/Reco2Pico/PicoProducer/python/workflows/test_pico_pfoffset.root,ChargedHadrons,0.0,1.5,1.5,2.0,77.5,34.0,-0.06226356391904547,0.026056567303470776
/eos/user/t/tchatzis/reco2pico/CMSSW_15_0_4/src/Reco2Pico/PicoProducer/python/workflows/test_pico_pfoffset.root,ChargedHadrons,0.0,1.5,2.0,3.0,42.5,12.0,-0.0687691536732018,0.02711789691906539
/eos/user/t/tchatzis/reco2pico/CMSSW_15_0_4/src/Reco2Pico/PicoProducer/python/workflows/test_pico_pfoffset.root,ChargedHadrons,0.0,1.5,2.0,3.0,47.5,15.0,-0.15994899335006874,0.042741508666616565
/eos/user/t/tchatzis/reco2pico/CMSSW_15_0_4/src/Reco2Pico/PicoProducer/python/workflows/test_pico_pfoffset.root,ChargedHadrons,0.0,1.5,2.0,3.0,52.5,14.0,-0.1277837846428156,0.048190605773057796
/eos/user/t/tchatzis/reco2pico/CMSSW_15_0_4/src/Reco2Pico/PicoProducer/python/workflows/test_pico_pfoffset.root,ChargedHadrons,0.0,1.5,2.0,3.0,57.5,28.0,-0.12107421881020335,0.040332378298020534
/eos/user/t/tchatzis/reco2pico/CMSSW_15_0_4/src/Reco2Pico/PicoProducer/python/workflows/test_pico_pfoffset.root,ChargedHadrons,0.0,1.5,2.0,3.0,62.5,49.0,-0.11526543652752833,0.03370330749380566
/eos/user/t/tchatzis/reco2pico/CMSSW_15_0_4/src/Reco2Pico/PicoProducer/python/workflows/test_pico_pfoffset.root,ChargedHadrons,0.0,1.5,2.0,3.0,67.5,39.0,-0.09920821085763283,0.031013625726389205
/eos/user/t/tchatzis/reco2pico/CMSSW_15_0_4/src/Reco2Pico/PicoProducer/python/workflows/test_pico_pfoffset.root,ChargedHadrons,0.0,1.5,2.0,3.0,72.5,19.0,-0.026566033496668463,0.0532349834707343
/eos/user/t/tchatzis/reco2pico/CMSSW_15_0_4/src/Reco2Pico/PicoProducer/python/workflows/test_pico_pfoffset.root,ChargedHadrons,0.0,1.5,2.0,3.0,77.5,23.0,-0.0670826221289842,0.030183858569164362
/eos/user/t/tchatzis/reco2pico/CMSSW_15_0_4/src/Reco2Pico/PicoProducer/python/workflows/test_pico_pfoffset.root,ChargedHadrons,0.0,1.5,3.0,5.0,57.5,4.0,-0.2641286663711071,0.13180644501008756
/eos/user/t/tchatzis/reco2pico/CMSSW_15_0_4/src/Reco2Pico/PicoProducer/python/workflows/test_pico_pfoffset.root,ChargedHadrons,0.0,1.5,3.0,5.0,62.5,4.0,-0.22552413120865822,0.1362148615133311
/eos/user/t/tchatzis/reco2pico/CMSSW_15_0_4/src/Reco2Pico/PicoProducer/python/workflows/test_pico_pfoffset.root,ChargedHadrons,0.0,1.5,3.0,5.0,67.5,3.0,-0.3302638567984104,0.15812816687719838
/eos/user/t/tchatzis/reco2pico/CMSSW_15_0_4/src/Reco2Pico/PicoProducer/python/workflows/test_pico_pfoffset.root,ChargedHadrons,0.0,1.5,3.0,5.0,72.5,2.0,-0.19795089215040207,0.27130934222977504
/eos/user/t/tchatzis/reco2pico/CMSSW_15_0_4/src/Reco2Pico/PicoProducer/python/workflows/test_pico_pfoffset.root,ChargedHadrons,0.0,1.5,3.0,5.0,77.5,3.0,-0.36305927112698555,0.25806895653543244
/eos/user/t/tchatzis/reco2pico/CMSSW_15_0_4/src/Reco2Pico/PicoProducer/python/workflows/test_pico_pfoffset.root,ChargedHadrons,1.5,2.5,0.25,0.5,62.5,1.0,-0.07609777897596359,0.0
/eos/user/t/tchatzis/reco2pico/CMSSW_15_0_4/src/Reco2Pico/PicoProducer/python/workflows/test_pico_pfoffset.root,ChargedHadrons,1.5,2.5,0.25,0.5,67.5,2.0,-0.10847547650337219,0.013006243495946576
/eos/user/t/tchatzis/reco2pico/CMSSW_15_0_4/src/Reco2Pico/PicoProducer/python/workflows/test_pico_pfoffset.root,ChargedHadrons,1.5,2.5,0.25,0.5,72.5,1.0,-0.07979613542556763,0.0
/eos/user/t/tchatzis/reco2pico/CMSSW_15_0_4/src/Reco2Pico/PicoProducer/python/workflows/test_pico_pfoffset.root,ChargedHadrons,1.5,2.5,0.25,0.5,77.5,6.0,-0.06359675029913585,0.010084616802461421
/eos/user/t/tchatzis/reco2pico/CMSSW_15_0_4/src/Reco2Pico/PicoProducer/python/workflows/test_pico_pfoffset.root,ChargedHadrons,1.5,2.5,0.5,0.75,42.5,45.0,-0.08360838327142928,0.008559578847302985
/eos/user/t/tchatzis/reco2pico/CMSSW_15_0_4/src/Reco2Pico/PicoProducer/python/workflows/test_pico_pfoffset.root,ChargedHadrons,1.5,2.5,0.5,0.75,47.5,58.0,-0.07104001036074398,0.006999557320334842
/eos/user/t/tchatzis/reco2pico/CMSSW_15_0_4/src/Reco2Pico/PicoProducer/python/workflows/test_pico_pfoffset.root,ChargedHadrons,1.5,2.5,0.5,0.75,52.5,47.0,-0.05271388979707944,0.006317579232932923
/eos/user/t/tchatzis/reco2pico/CMSSW_15_0_4/src/Reco2Pico/PicoProducer/python/workflows/test_pico_pfoffset.root,ChargedHadrons,1.5,2.5,0.5,0.75,57.5,60.0,-0.035704113302441935,0.006237491781265314
/eos/user/t/tchatzis/reco2pico/CMSSW_15_0_4/src/Reco2Pico/PicoProducer/python/workflows/test_pico_pfoffset.root,ChargedHadrons,1.5,2.5,0.5,0.75,62.5,77.0,-0.04008580140721101,0.0051023648883506785
/eos/user/t/tchatzis/reco2pico/CMSSW_15_0_4/src/Reco2Pico/PicoProducer/python/workflows/test_pico_pfoffset.root,ChargedHadrons,1.5,2.5,0.5,0.75,67.5,67.0,-0.03101967290172409,0.004779707835702868
/eos/user/t/tchatzis/reco2pico/CMSSW_15_0_4/src/Reco2Pico/PicoProducer/python/workflows/test_pico_pfoffset.root,ChargedHadrons,1.5,2.5,0.5,0.75,72.5,31.0,-0.03979344804200434,0.005710382487132666
/eos/user/t/tchatzis/reco2pico/CMSSW_15_0_4/src/Reco2Pico/PicoProducer/python/workflows/test_pico_pfoffset.root,ChargedHadrons,1.5,2.5,0.5,0.75,77.5,35.0,-0.04517998044778194,0.006053511274220676
/eos/user/t/tchatzis/reco2pico/CMSSW_15_0_4/src/Reco2Pico/PicoProducer/python/workflows/test_pico_pfoffset.root,ChargedHadrons,1.5,2.5,0.75,1.0,42.5,45.0,-0.15347109666715067,0.011630190562818103
/eos/user/t/tchatzis/reco2pico/CMSSW_15_0_4/src/Reco2Pico/PicoProducer/python/workflows/test_pico_pfoffset.root,ChargedHadrons,1.5,2.5,0.75,1.0,47.5,58.0,-0.11841887657145231,0.010630015881679456
/eos/user/t/tchatzis/reco2pico/CMSSW_15_0_4/src/Reco2Pico/PicoProducer/python/workflows/test_pico_pfoffset.root,ChargedHadrons,1.5,2.5,0.75,1.0,52.5,47.0,-0.09043422875371068,0.01010445936548486
/eos/user/t/tchatzis/reco2pico/CMSSW_15_0_4/src/Reco2Pico/PicoProducer/python/workflows/test_pico_pfoffset.root,ChargedHadrons,1.5,2.5,0.75,1.0,57.5,60.0,-0.07978889336372959,0.009189994981934561
/eos/user/t/tchatzis/reco2pico/CMSSW_15_0_4/src/Reco2Pico/PicoProducer/python/workflows/test_pico_pfoffset.root,ChargedHadrons,1.5,2.5,0.75,1.0,62.5,77.0,-0.08435577552693037,0.007395379228027204
/eos/user/t/tchatzis/reco2pico/CMSSW_15_0_4/src/Reco2Pico/PicoProducer/python/workflows/test_pico_pfoffset.root,ChargedHadrons,1.5,2.5,0.75,1.0,67.5,67.0,-0.06169179521862473,0.007505330368897916
/eos/user/t/tchatzis/reco2pico/CMSSW_15_0_4/src/Reco2Pico/PicoProducer/python/workflows/test_pico_pfoffset.root,ChargedHadrons,1.5,2.5,0.75,1.0,72.5,31.0,-0.11065319679196804,0.008491505201640673
/eos/user/t/tchatzis/reco2pico/CMSSW_15_0_4/src/Reco2Pico/PicoProducer/python/workflows/test_pico_pfoffset.root,ChargedHadrons,1.5,2.5,0.75,1.0,77.5,35.0,-0.07340331967653972,0.007606475539319588
/eos/user/t/tchatzis/reco2pico/CMSSW_15_0_4/src/Reco2Pico/PicoProducer/python/workflows/test_pico_pfoffset.root,ChargedHadrons,1.5,2.5,1.0,1.5,42.5,45.0,-0.2110395518028074,0.015591235371218945
/eos/user/t/tchatzis/reco2pico/CMSSW_15_0_4/src/Reco2Pico/PicoProducer/python/workflows/test_pico_pfoffset.root,ChargedHadrons,1.5,2.5,1.0,1.5,47.5,58.0,-0.20641103862576057,0.014000383579575948
/eos/user/t/tchatzis/reco2pico/CMSSW_15_0_4/src/Reco2Pico/PicoProducer/python/workflows/test_pico_pfoffset.root,ChargedHadrons,1.5,2.5,1.0,1.5,52.5,47.0,-0.15003460792309425,0.013555156727488728
/eos/user/t/tchatzis/reco2pico/CMSSW_15_0_4/src/Reco2Pico/PicoProducer/python/workflows/test_pico_pfoffset.root,ChargedHadrons,1.5,2.5,1.0,1.5,57.5,60.0,-0.14443135370189944,0.012941275064044605
/eos/user/t/tchatzis/reco2pico/CMSSW_15_0_4/src/Reco2Pico/PicoProducer/python/workflows/test_pico_pfoffset.root,ChargedHadrons,1.5,2.5,1.0,1.5,62.5,77.0,-0.14737930643529473,0.009893498551866917
/eos/user/t/tchatzis/reco2pico/CMSSW_15_0_4/src/Reco2Pico/PicoProducer/python/workflows/test_pico_pfoffset.root,ChargedHadrons,1.5,2.5,1.0,1.5,67.5,67.0,-0.13700961051230778,0.011372924199570192
/eos/user/t/tchatzis/reco2pico/CMSSW_15_0_4/src/Reco2Pico/PicoProducer/python/workflows/test_pico_pfoffset.root,ChargedHadrons,1.5,2.5,1.0,1.5,72.5,31.0,-0.13630592403933406,0.01593532949906908
/eos/user/t/tchatzis/reco2pico/CMSSW_15_0_4/src/Reco2Pico/PicoProducer/python/workflows/test_pico_pfoffset.root,ChargedHadrons,1.5,2.5,1.0,1.5,77.5,35.0,-0.12379352065867612,0.011526158800231327
/eos/user/t/tchatzis/reco2pico/CMSSW_15_0_4/src/Reco2Pico/PicoProducer/python/workflows/test_pico_pfoffset.root,ChargedHadrons,1.5,2.5,1.5,2.0,42.5,32.0,-0.3236560861041653,0.03896577705958786
/eos/user/t/tchatzis/reco2pico/CMSSW_15_0_4/src/Reco2Pico/PicoProducer/python/workflows/test_pico_pfoffset.root,ChargedHadrons,1.5,2.5,1.5,2.0,47.5,39.0,-0.3822155046539429,0.03244893159944125
/eos/user/t/tchatzis/reco2pico/CMSSW_15_0_4/src/Reco2Pico/PicoProducer/python/workflows/test_pico_pfoffset.root,ChargedHadrons,1.5,2.5,1.5,2.0,52.5,41.0,-0.2985418385303602,0.03135480312311194
/eos/user/t/tchatzis/reco2pico/CMSSW_15_0_4/src/Reco2Pico/PicoProducer/python/workflows/test_pico_pfoffset.root,ChargedHadrons,1.5,2.5,1.5,2.0,57.5,50.0,-0.20608508860692382,0.030820026164208338
/eos/user/t/tchatzis/reco2pico/CMSSW_15_0_4/src/Reco2Pico/PicoProducer/python/workflows/test_pico_pfoffset.root,ChargedHadrons,1.5,2.5,1.5,2.0,62.5,72.0,-0.22508084515316618,0.022905305570771063
/eos/user/t/tchatzis/reco2pico/CMSSW_15_0_4/src/Reco2Pico/PicoProducer/python/workflows/test_pico_pfoffset.root,ChargedHadrons,1.5,2.5,1.5,2.0,67.5,65.0,-0.20838900279397002,0.02232396857512759
/eos/user/t/tchatzis/reco2pico/CMSSW_15_0_4/src/Reco2Pico/PicoProducer/python/workflows/test_pico_pfoffset.root,ChargedHadrons,1.5,2.5,1.5,2.0,72.5,30.0,-0.22536930930024635,0.032745450563963795
/eos/user/t/tchatzis/reco2pico/CMSSW_15_0_4/src/Reco2Pico/PicoProducer/python/workflows/test_pico_pfoffset.root,ChargedHadrons,1.5,2.5,1.5,2.0,77.5,35.0,-0.20641059151717595,0.023898014439615797
/eos/user/t/tchatzis/reco2pico/CMSSW_15_0_4/src/Reco2Pico/PicoProducer/python/workflows/test_pico_pfoffset.root,ChargedHadrons,1.5,2.5,2.0,3.0,42.5,10.0,-0.6190270245075226,0.1249320596595041
/eos/user/t/tchatzis/reco2pico/CMSSW_15_0_4/src/Reco2Pico/PicoProducer/python/workflows/test_pico_pfoffset.root,ChargedHadrons,1.5,2.5,2.0,3.0,47.5,19.0,-0.39748775821767357,0.09072951989738465
/eos/user/t/tchatzis/reco2pico/CMSSW_15_0_4/src/Reco2Pico/PicoProducer/python/workflows/test_pico_pfoffset.root,ChargedHadrons,1.5,2.5,2.0,3.0,52.5,25.0,-0.2661803637072444,0.047891256584008494
/eos/user/t/tchatzis/reco2pico/CMSSW_15_0_4/src/Reco2Pico/PicoProducer/python/workflows/test_pico_pfoffset.root,ChargedHadrons,1.5,2.5,2.0,3.0,57.5,22.0,-0.3968252950263294,0.06391226196689981
/eos/user/t/tchatzis/reco2pico/CMSSW_15_0_4/src/Reco2Pico/PicoProducer/python/workflows/test_pico_pfoffset.root,ChargedHadrons,1.5,2.5,2.0,3.0,62.5,37.0,-0.37925814796943924,0.04678127377705823
/eos/user/t/tchatzis/reco2pico/CMSSW_15_0_4/src/Reco2Pico/PicoProducer/python/workflows/test_pico_pfoffset.root,ChargedHadrons,1.5,2.5,2.0,3.0,67.5,38.0,-0.3587834273930639,0.057265067359464995
/eos/user/t/tchatzis/reco2pico/CMSSW_15_0_4/src/Reco2Pico/PicoProducer/python/workflows/test_pico_pfoffset.root,ChargedHadrons,1.5,2.5,2.0,3.0,72.5,25.0,-0.3244872887432575,0.06763834426119186
/eos/user/t/tchatzis/reco2pico/CMSSW_15_0_4/src/Reco2Pico/PicoProducer/python/workflows/test_pico_pfoffset.root,ChargedHadrons,1.5,2.5,2.0,3.0,77.5,30.0,-0.3889385113182167,0.05272483728804132
/eos/user/t/tchatzis/reco2pico/CMSSW_15_0_4/src/Reco2Pico/PicoProducer/python/workflows/test_pico_pfoffset.root,ChargedHadrons,1.5,2.5,3.0,5.0,67.5,1.0,0.20376047492027283,0.0
/eos/user/t/tchatzis/reco2pico/CMSSW_15_0_4/src/Reco2Pico/PicoProducer/python/workflows/test_pico_pfoffset.root,ChargedHadrons,1.5,2.5,3.0,5.0,72.5,2.0,-0.9164194762706757,0.17849150304857536
/eos/user/t/tchatzis/reco2pico/CMSSW_15_0_4/src/Reco2Pico/PicoProducer/python/workflows/test_pico_pfoffset.root,ChargedHadrons,2.5,3.0,0.5,0.75,42.5,44.0,-0.013461892259577078,0.007202741575951759
/eos/user/t/tchatzis/reco2pico/CMSSW_15_0_4/src/Reco2Pico/PicoProducer/python/workflows/test_pico_pfoffset.root,ChargedHadrons,2.5,3.0,0.5,0.75,47.5,53.0,-0.014758737287747691,0.00244115255471073
/eos/user/t/tchatzis/reco2pico/CMSSW_15_0_4/src/Reco2Pico/PicoProducer/python/workflows/test_pico_pfoffset.root,ChargedHadrons,2.5,3.0,0.5,0.75,52.5,46.0,-0.011173220789161227,0.0019060765520781022
/eos/user/t/tchatzis/reco2pico/CMSSW_15_0_4/src/Reco2Pico/PicoProducer/python/workflows/test_pico_pfoffset.root,ChargedHadrons,2.5,3.0,0.5,0.75,57.5,55.0,-0.010092973336577415,0.0008976656135312085
/eos/user/t/tchatzis/reco2pico/CMSSW_15_0_4/src/Reco2Pico/PicoProducer/python/workflows/test_pico_pfoffset.root,ChargedHadrons,2.5,3.0,0.5,0.75,62.5,69.0,-0.010932719757598217,0.0016141521313586015
/eos/user/t/tchatzis/reco2pico/CMSSW_15_0_4/src/Reco2Pico/PicoProducer/python/workflows/test_pico_pfoffset.root,ChargedHadrons,2.5,3.0,0.5,0.75,67.5,60.0,-0.009747124905698002,0.003921446355581621
/eos/user/t/tchatzis/reco2pico/CMSSW_15_0_4/src/Reco2Pico/PicoProducer/python/workflows/test_pico_pfoffset.root,ChargedHadrons,2.5,3.0,0.5,0.75,72.5,30.0,-0.005693518610981604,0.003271283264065446
/eos/user/t/tchatzis/reco2pico/CMSSW_15_0_4/src/Reco2Pico/PicoProducer/python/workflows/test_pico_pfoffset.root,ChargedHadrons,2.5,3.0,0.5,0.75,77.5,33.0,-0.00761060556396842,0.004997473293896671
/eos/user/t/tchatzis/reco2pico/CMSSW_15_0_4/src/Reco2Pico/PicoProducer/python/workflows/test_pico_pfoffset.root,ChargedHadrons,2.5,3.0,0.75,1.0,42.5,19.0,-0.028087453849270548,0.006878667606159456
/eos/user/t/tchatzis/reco2pico/CMSSW_15_0_4/src/Reco2Pico/PicoProducer/python/workflows/test_pico_pfoffset.root,ChargedHadrons,2.5,3.0,0.75,1.0,47.5,18.0,-0.02933101738906569,0.009465224185441875
/eos/user/t/tchatzis/reco2pico/CMSSW_15_0_4/src/Reco2Pico/PicoProducer/python/workflows/test_pico_pfoffset.root,ChargedHadrons,2.5,3.0,0.75,1.0,52.5,22.0,-0.013643121653744443,0.0033712070629094613
/eos/user/t/tchatzis/reco2pico/CMSSW_15_0_4/src/Reco2Pico/PicoProducer/python/workflows/test_pico_pfoffset.root,ChargedHadrons,2.5,3.0,0.75,1.0,57.5,27.0,-0.016516796175252507,0.00823145935922059
/eos/user/t/tchatzis/reco2pico/CMSSW_15_0_4/src/Reco2Pico/PicoProducer/python/workflows/test_pico_pfoffset.root,ChargedHadrons,2.5,3.0,0.75,1.0,62.5,35.0,-0.01363429082557559,0.007274823107336319
/eos/user/t/tchatzis/reco2pico/CMSSW_15_0_4/src/Reco2Pico/PicoProducer/python/workflows/test_pico_pfoffset.root,ChargedHadrons,2.5,3.0,0.75,1.0,67.5,24.0,-0.0194942030745248,0.008751007261711161
/eos/user/t/tchatzis/reco2pico/CMSSW_15_0_4/src/Reco2Pico/PicoProducer/python/workflows/test_pico_pfoffset.root,ChargedHadrons,2.5,3.0,0.75,1.0,72.5,17.0,0.0008797459578251137,0.009952943622347518
/eos/user/t/tchatzis/reco2pico/CMSSW_15_0_4/src/Reco2Pico/PicoProducer/python/workflows/test_pico_pfoffset.root,ChargedHadrons,2.5,3.0,0.75,1.0,77.5,18.0,-0.031938826096140675,0.01252411493718064
/eos/user/t/tchatzis/reco2pico/CMSSW_15_0_4/src/Reco2Pico/PicoProducer/python/workflows/test_pico_pfoffset.root,ChargedHadrons,2.5,3.0,1.0,1.5,42.5,18.0,-0.07081513083539903,0.02309985693767927
/eos/user/t/tchatzis/reco2pico/CMSSW_15_0_4/src/Reco2Pico/PicoProducer/python/workflows/test_pico_pfoffset.root,ChargedHadrons,2.5,3.0,1.0,1.5,47.5,19.0,-0.02559299506538082,0.009666363007668249
