file,label,event,nvtx,nvtx_branch,observable,category,eta_min,eta_max,entries,mean,stddev,q10,q25,median,q75,q90,q95,q99
/eos/user/t/tchatzis/reco2pico/CMSSW_15_0_4/src/Reco2Pico/PicoProducer/python/workflows/test_pico_pfoffset.root,ZeroBias,8,45.0,PV_npvs,pt,photon,-1.5,0.0,104,0.8317307692307693,0.6726475278669818,0.32833333333333337,0.4318181818181818,0.5833333333333334,0.953125,1.9125,2.2375,3.2474999999999996
/eos/user/t/tchatzis/reco2pico/CMSSW_15_0_4/src/Reco2Pico/PicoProducer/python/workflows/test_pico_pfoffset.root,ZeroBias,8,45.0,PV_npvs,puppi_pt,photon,-1.5,0.0,104,0.18509615384615385,0.4392070984966232,0.01368421052631579,0.034210526315789476,0.06842105263157895,0.10263157894736842,0.1231578947368421,0.9916666666666667,1.9949999999999994
/eos/user/t/tchatzis/reco2pico/CMSSW_15_0_4/src/Reco2Pico/PicoProducer/python/workflows/test_pico_pfoffset.root,ZeroBias,8,45.0,PV_npvs,pt,photon,0.0,1.5,109,0.7907110091743119,0.6710861806781202,0.3158333333333333,0.4111328125,0.5401785714285714,0.8153409090909091,2.0124999999999997,2.4718749999999994,3.113749999999999
/eos/user/t/tchatzis/reco2pico/CMSSW_15_0_4/src/Reco2Pico/PicoProducer/python/workflows/test_pico_pfoffset.root,ZeroBias,8,45.0,PV_npvs,puppi_pt,photon,0.0,1.5,109,0.22878440366972477,0.5489395129149689,0.013762626262626263,0.034406565656565656,0.06881313131313131,0.10321969696969698,0.12386363636363637,2.068749999999999,2.2471875
/eos/user/t/tchatzis/reco2pico/CMSSW_15_0_4/src/Reco2Pico/PicoProducer/python/workflows/test_pico_pfoffset.root,ZeroBias,8,45.0,PV_npvs,pt,photon,1.5,2.5,16,0.953125,0.6121730632549917,0.31666666666666665,0.4166666666666667,0.75,1.375,1.925,2.15,2.23
/eos/user/t/tchatzis/reco2pico/CMSSW_15_0_4/src/Reco2Pico/PicoProducer/python/workflows/test_pico_pfoffset.root,ZeroBias,8,45.0,PV_npvs,puppi_pt,photon,1.5,2.5,16,0.0625,0.0,0.0125,0.03125,0.0625,0.09375,0.1125,0.11875,0.12375
/eos/user/t/tchatzis/reco2pico/CMSSW_15_0_4/src/Reco2Pico/PicoProducer/python/workflows/test_pico_pfoffset.root,ZeroBias,8,45.0,PV_npvs,pt,photon,2.5,3.0,0,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/eos/user/t/tchatzis/reco2pico/CMSSW_15_0_4/src/Reco2Pico/PicoProducer/python/workflows/test_pico_pfoffset.root,ZeroBias,8,45.0,PV_npvs,puppi_pt,photon,2.5,3.0,0,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/eos/user/t/tchatzis/reco2pico/CMSSW_15_0_4/src/Reco2Pico/PicoProducer/python/workflows/test_pico_pfoffset.root,ZeroBias,8,45.0,PV_npvs,pt,photon,3.0,5.2,0,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/eos/user/t/tchatzis/reco2pico/CMSSW_15_0_4/src/Reco2Pico/PicoProducer/python/workflows/test_pico_pfoffset.root,ZeroBias,8,45.0,PV_npvs,puppi_pt,photon,3.0,5.2,0,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/eos/user/t/tchatzis/reco2pico/CMSSW_15_0_4/src/Reco2Pico/PicoProducer/python/workflows/test_pico_pfoffset.root,ZeroBias,8,45.0,PV_npvs,pt,electron,-5.2,-3.0,0,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/eos/user/t/tchatzis/reco2pico/CMSSW_15_0_4/src/Reco2Pico/PicoProducer/python/workflows/test_pico_pfoffset.root,ZeroBias,8,45.0,PV_npvs,puppi_pt,electron,-5.2,-3.0,0,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/eos/user/t/tchatzis/reco2pico/CMSSW_15_0_4/src/Reco2Pico/PicoProducer/python/workflows/test_pico_pfoffset.root,ZeroBias,8,45.0,PV_npvs,pt,electron,-3.0,-2.5,0,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/eos/user/t/tchatzis/reco2pico/CMSSW_15_0_4/src/Reco2Pico/PicoProducer/python/workflows/test_pico_pfoffset.root,ZeroBias,8,45.0,PV_npvs,puppi_pt,electron,-3.0,-2.5,0,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/eos/user/t/tchatzis/reco2pico/CMSSW_15_0_4/src/Reco2Pico/PicoProducer/python/workflows/test_pico_pfoffset.root,ZeroBias,8,45.0,PV_npvs,pt,electron,-2.5,-1.5,1,2.6875,0.0,2.6375,2.65625,2.6875,2.71875,2.7375,2.74375,2.74875
/eos/user/t/tchatzis/reco2pico/CMSSW_15_0_4/src/Reco2Pico/PicoProducer/python/workflows/test_pico_pfoffset.root,ZeroBias,8,45.0,PV_npvs,puppi_pt,electron,-2.5,-1.5,1,0.0625,0.0,0.0125,0.03125,0.0625,0.09375,0.1125,0.11875,0.12375
/eos/user/t/tchatzis/reco2pico/CMSSW_15_0_4/src/Reco2Pico/PicoProducer/python/workflows/test_pico_pfoffset.root,ZeroBias,8,45.0,PV_npvs,pt,electron,-1.5,0.0,0,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/eos/user/t/tchatzis/reco2pico/CMSSW_15_0_4/src/Reco2Pico/PicoProducer/python/workflows/test_pico_pfoffset.root,ZeroBias,8,45.0,PV_npvs,puppi_pt,electron,-1.5,0.0,0,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/eos/user/t/tchatzis/reco2pico/CMSSW_15_0_4/src/Reco2Pico/PicoProducer/python/workflows/test_pico_pfoffset.root,ZeroBias,8,45.0,PV_npvs,pt,electron,0.0,1.5,0,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/eos/user/t/tchatzis/reco2pico/CMSSW_15_0_4/src/Reco2Pico/PicoProducer/python/workflows/test_pico_pfoffset.root,ZeroBias,8,45.0,PV_npvs,puppi_pt,electron,0.0,1.5,0,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/eos/user/t/tchatzis/reco2pico/CMSSW_15_0_4/src/Reco2Pico/PicoProducer/python/workflows/test_pico_pfoffset.root,ZeroBias,8,45.0,PV_npvs,pt,electron,1.5,2.5,0,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/eos/user/t/tchatzis/reco2pico/CMSSW_15_0_4/src/Reco2Pico/PicoProducer/python/workflows/test_pico_pfoffset.root,ZeroBias,8,45.0,PV_npvs,puppi_pt,electron,1.5,2.5,0,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0
